id,week,date,male,age,nationality,origin,language_1,language_2,civil,hcomp,hcomp_other,benefit_2y_1,benefit_2y_2,benefit_2y_3,educ,work_2y,work_2y_type_1,work_2y_type_2,work_2y_type_3,work_2y_type_other,exp_1,exp_2,exp_3,exp_4,exp_5,exp_6,cont_1,cont_2,cont_3,cont_4,cont_5,cont_6,cont_7,cont_8,cont_9,cw_1,cw_2,cw_3,cw_4,cw_5,cw_6,cw_7,cw_8,cw_9,sat,exempt,exempt_reason_1,exempt_reason_2,exempt_reason_other,eff_beh_1,eff_beh_2,eff_beh_3,eff_beh_4,eff_beh_5,eff_beh_6,eff_beh_7,eff_beh_8,eff_beh_9,eff_out_1,eff_out_2,eff_out_3,eff_out_4,eff_out_5,eff_out_6,eff_out_7,intensity_pl,effort_pl,sw_01,sw_02,sw_03,sw_04,sw_05,sw_06,sw_07,sw_08,sw_09,sw_10,sw_11,sw_12,sw_13,sw_14,soc_belonging,rm_01,rm_02,rm_03,rm_04,rm_05,rm_06,rm_07,rm_08,rm_09,rm_10,rm_11,rm_12,cw,treatment,sa,sa_reason,sa_reason_other,cw_ass
3961,14,4042018,1,20,0,0,0,,1,5,inwonend bij ouders,1,,,4,3,,,,,4,3,4,3,4,1,4,3,4,4,2,4,3,4,3,4,3,4,3,4,4,,,4,7,1,5,,Rea college,4,4,4,3,3,2,2,2,1,2,2,4,2,3,2,2,5,4,5,5,9,7,9,9,9,8,4,1,1,6,1,7,2,5,4,5,5,8,4,5,2,,3,3,7,6,1,1,,,4
2061,14,6042018,0,21,0,0,0,,,5,bij opa en oma met zon van 5,1,,,2,2,2,,,,4,2,4,2,4,2,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,8,4,4,,,4,3,3,2,1,2,3,3,2,2,2,2,2,2,2,2,3,2,5,7,7,8,8,7,7,4,4,4,4,4,4,3,3,5,4,5,4,8,4,5,1,7,4,3,3,14,0,0,,,4
5791,14,6042018,0,53,0,0,0,,2,4,,1,2,,1,4,,,,,4,99,4,99,4,99,4,4,4,4,4,4,4,4,2,4,4,4,4,3,4,4,4,4,7,2,,,,5,1,3,2,2,2,1,1,1,1,1,1,1,1,1,1,9,1,5,5,5,5,6,6,6,6,7,5,4,5,6,6,3,,,,,,,,,,,,,4,1,1,,,5
1958,14,6042018,1,57,0,0,0,,2,2,,1,2,,3,1,3,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,3,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,7,7,7,7,7,7,7,7,3,3,3,3,3,3,,,,,,,,,,,,,,4,1,1,,,5
8334,15,10042018,1,27,0,0,0,,1,1,,2,,,4,2,2,3,9,flexwerker,3,3,1,5,1,1,4,4,3,2,4,3,4,4,3,3,4,4,2,2,2,2,1,1,3,3,,,,5,5,5,5,5,5,5,5,5,1,2,5,3,1,2,1,2,4,1,1,3,1,4,2,8,6,7,3,9,2,9,8,2,5,4,5,6,8,3,5,3,7,1,1,1,3,1,1,,,3
1991,15,11042018,1,53,0,0,0,,2,2,,1,,,3,3,,,,,3,3,4,3,3,3,4,4,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,5,3,,,,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,1,6,4,4,3,4,3,4,6,7,3,1,1,,,3
5976,15,11042018,1,24,0,27,0,,1,5,post adres,0,,,1,4,,,,,4,2,4,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,10,2,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,7,7,8,6,7,7,7,2,2,1,1,1,1,1,6,5,4,5,5,8,4,1,6,7,4,5,7,14,0,0,,,4
5994,16,17042018,0,38,0,0,0,,1,3,,1,,,4,2,2,8,,,4,2,4,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,4,,,,1,1,3,1,4,4,5,5,5,1,3,2,1,1,1,1,2,4,1,1,1,1,1,1,1,7,3,4,7,3,3,1,3,5,4,5,4,8,4,5,,,,,,3,1,1,,,2
5011,17,23042018,1,36,0,4,4,,1,1,,1,,,4,2,2,,,,4,2,4,2,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,3,,,,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,7,7,7,7,7,7,7,1,1,1,1,1,1,1,4,5,2,5,5,8,4,7,3,6,8,5,7,10,0,0,,,3
6359,17,24042018,0,63,0,0,0,,3,1,,2,,,4,1,2,,,,4,2,4,2,4,1,4,4,4,4,4,4,3,4,4,5,5,5,5,5,5,5,4,4,8,3,,,,5,3,4,2,1,2,3,3,4,2,2,2,2,2,2,1,1,3,6,4,7,4,7,7,7,5,5,2,1,1,6,7,4,5,4,5,5,8,3,5,8,7,1,4,3,2,1,1,,,5
6826,17,25042018,1,40,0,0,0,,2,2,,0,,,3,3,,,,,4,2,4,2,4,1,4,4,4,4,4,4,4,4,4,5,5,5,5,4,5,5,5,5,8,4,,,,4,4,3,3,3,3,3,4,4,4,4,4,3,3,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,,,4
1511,17,25042018,0,40,0,0,0,,2,2,,0,,,2,1,1,,,,4,2,4,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,8,1,2,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,,,4
7984,17,25042018,1,43,0,0,0,,1,1,,2,,,5,3,,,,,4,1,5,1,5,1,5,5,5,5,5,5,99,5,99,5,99,5,5,99,5,99,4,4,9,2,,,,,5,5,3,5,5,5,5,5,3,5,5,4,4,3,3,5,5,1,7,7,6,7,7,7,3,5,3,1,1,1,4,4,,,,,,,,,,,,,1,1,1,,,4
6134,17,26042018,0,31,0,0,7,,1,5,met zoon inwonend bij oom,4,,,4,3,,,,,5,1,4,1,5,1,5,5,5,5,5,99,99,5,5,5,5,5,5,5,5,5,5,5,10,2,,,,2,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,2,4,4,4,6,2,4,4,2,7,4,,3,3,3,4,3,5,4,5,5,8,3,5,8,7,1,1,6,1,1,1,,,4
7466,18,30042018,0,24,0,0,0,,1,1,,2,3,,4,3,,,,,5,4,5,4,5,1,4,4,4,4,4,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,1,1,3,2,1,1,1,7,7,5,5,5,7,7,1,5,5,1,6,2,2,5,5,5,6,4,8,14,0,0,,,4
1454,18,30042018,1,28,0,0,0,,1,1,,2,,,5,1,4,,,,4,4,4,2,4,2,4,5,5,5,5,3,4,3,4,5,5,5,5,5,5,5,5,5,9,1,5,,eigen onderneming,,,,,,,,,,,,,,,,,,,7,7,7,6,7,7,6,4,4,2,3,3,3,3,5,5,4,5,5,8,2,5,6,7,1,3,6,1,1,1,,,5
1509,18,3051018,0,25,0,0,0,,1,5,inwonend bij ouders,2,,,5,2,2,,,,5,3,4,2,4,1,5,4,5,5,5,4,3,5,4,5,5,5,5,5,5,5,5,5,8,3,,,,4,5,5,2,4,4,5,5,5,1,2,3,1,1,2,1,4,4,2,4,2,2,3,2,3,7,6,4,6,2,6,8,2,5,4,5,5,8,4,5,6,7,1,1,3,13,0,0,,,4
1503,19,8052018,1,54,0,20,0,,3,1,,0,,,3,1,4,,,,4,2,4,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,3,,,,3,2,3,2,3,3,4,4,2,2,3,3,2,2,2,2,4,4,7,7,7,6,8,8,8,4,3,3,1,1,2,2,4,5,4,5,6,8,3,5,7,7,6,1,2,10,0,0,,,4
3431,20,14052018,1,24,0,0,0,,1,1,,3,,,3,2,1,,,,5,2,2,4,4,1,5,5,5,4,4,4,3,4,4,5,5,5,5,5,5,5,5,5,8,1,1,,,5,5,5,4,4,3,3,3,2,3,3,3,3,3,2,2,0,1,4,4,3,3,3,3,4,5,4,1,3,6,7,7,2,5,4,5,5,8,5,5,8,3,7,4,6,6,1,,,,
5899,20,14052018,1,30,0,2,2,0,1,5,inwonend met familie,0,,,2,4,,,,,4,2,4,2,5,2,4,5,4,4,4,4,4,4,4,5,4,5,4,,5,4,4,4,9,3,,,,3,3,,,3,2,2,3,3,,1,,,1,,,0,3,3,2,6,3,3,2,6,2,3,1,1,2,4,2,,6,2,6,5,8,8,6,7,5,7,7,7,1,1,1,,,4
6091,20,16052018,1,40,0,0,0,,1,1,,1,2,,3,2,2,3,8,,3,2,4,2,3,1,4,3,4,4,4,4,4,4,3,4,4,4,3,3,4,4,4,4,7,2,,,,2,3,3,2,2,1,2,3,2,2,2,2,1,1,2,1,3,3,1,1,1,1,1,1,1,8,6,1,2,6,3,3,2,5,4,5,2,4,3,5,2,7,7,1,1,2,1,1,,,4
6059,21,24042018,0,64,0,0,0,,2,2,,0,,,3,2,8,,,,5,1,5,1,5,1,5,5,5,5,5,99,99,5,5,5,5,5,5,5,5,5,5,5,10,1,5,,heb niet meer gewerkt vanaf mijn 34e,,,,,,,,,,,,,,,,,,,8,8,8,6,8,8,6,5,6,1,1,1,1,1,2,5,5,5,2,4,6,5,2,5,7,8,5,8,0,0,,,4
7461,21,24042018,1,64,0,0,0,,2,2,,4,,,3,1,9,,,interview verzorgen gedurend 7 uur per week,99,99,5,1,5,1,5,5,5,5,5,99,99,5,5,5,5,5,5,5,5,5,5,5,10,1,1,,,,,,,,,,,,,,,,,,,,,7,8,8,1,8,8,7,1,1,1,1,1,1,1,5,5,2,5,4,2,6,5,8,1,8,7,4,8,0,0,,,4
1042,22,29052018,1,19,2,2,6,,1,5,inwonend bij ouders,0,,,3,2,2,,,,5,2,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,3,,,,3,5,4,3,4,4,4,4,4,3,3,4,3,3,4,3,5,4,5,3,3,1,1,1,1,1,2,2,6,7,5,8,3,5,4,5,5,8,4,5,7,7,1,3,3,14,0,0,,,5
2826,23,4062018,1,51,0,2,11,,3,5,"alleen, in een studentenhuis met medebewoners",0,,,5,2,8,,,,5,2,5,5,5,1,5,5,3,2,5,99,99,99,5,5,5,5,5,5,4,5,5,5,9,2,,,,4,4,4,2,3,2,3,4,3,3,4,2,2,2,2,1,1,2,7,2,1,1,3,2,8,8,9,8,8,1,8,9,4,5,4,5,5,8,3,5,6,7,1,5,2,10,0,0,,,3
7207,23,5062018,0,42,0,0,0,,1,3,,1,,,4,2,2,,,,5,2,5,2,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,3,,,,5,5,3,3,4,4,4,5,5,4,4,4,3,3,4,3,2,4,5,5,6,3,5,3,5,8,8,3,5,3,4,8,5,5,4,5,6,8,3,4,2,7,7,1,4,10,0,0,,,4
6286,23,5062018,1,23,0,0,0,,1,3,,1,,,4,2,3,,,,4,4,4,3,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,3,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,6,6,6,6,7,7,7,4,4,4,4,4,4,4,3,5,2,5,4,8,2,5,3,8,4,4,2,15,0,0,,,5
8978,24,13062018,0,20,0,0,0,,1,5,inwonend bij ouders,0,,,0,3,,,,,3,2,3,3,,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,5,3,,,,3,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,3,1,4,5,3,4,4,4,5,1,1,1,1,1,1,3,5,4,6,4,8,4,5,7,5,4,3,4,14,0,0,,,3
7484,24,13062018,0,18,0,0,0,,1,1,,0,,,3,2,1,,,,3,2,4,2,3,2,4,4,3,3,4,4,3,3,5,4,4,4,4,4,4,4,4,4,7,1,5,,ik heb een bijbaan,3,3,3,2,3,2,4,4,3,3,3,3,4,3,3,3,4,,2,2,2,2,2,2,2,5,5,5,5,5,5,5,3,5,4,5,5,8,8,5,8,7,1,1,7,6,1,1,,,3
4458,24,13062018,0,26,0,1,0,,1,5,met oma en moeder,0,,,3,3,,,,,4,3,5,2,5,2,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,8,2,,,,4,4,2,3,2,3,3,4,4,3,2,2,3,3,2,2,4,3,1,1,1,1,1,1,1,8,8,8,8,7,8,8,3,4,4,5,6,3,4,5,8,7,7,5,8,14,0,0,,,4
5490,24,15062018,0,19,0,0,0,,1,5,inwonend bij vader en broertje,0,,,4,2,2,8,,,5,2,4,3,5,1,5,5,5,5,5,99,99,3,5,5,5,5,5,5,5,5,5,5,9,1,1,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,1,2,8,2,2,7,2,9,6,1,5,4,5,6,8,4,5,8,7,4,1,6,3,1,1,,,3
6265,25,20062018,0,20,0,7,0,,1,1,,0,,,3,1,2,,,,4,2,4,2,4,1,4,4,4,4,4,4,4,4,4,4,3,4,4,2,4,4,4,4,8,2,,,,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,2,4,4,4,3,3,3,3,3,3,7,7,1,1,1,1,6,3,5,4,5,5,8,4,2,1,7,4,1,7,14,0,0,,,4
8935,26,25062018,1,26,7,7,7,,1,1,,1,,,4,2,6,7,8,,4,3,3,3,4,1,5,5,5,5,5,5,2,5,4,5,5,5,5,5,5,5,5,5,7,2,,,,3,5,4,3,4,3,5,5,5,5,4,5,4,5,3,3,1,4,4,4,7,3,3,,5,4,6,1,1,8,5,7,1,5,,5,1,8,4,,8,7,1,1,7,10,0,0,,,4
3447,27,2072018,0,23,0,0,0,,2,5,inwonend bij moeder,0,,,4,2,2,,,,4,2,5,1,4,1,5,5,5,5,5,99,99,5,5,5,5,5,5,5,5,5,5,5,8,2,,,,5,5,4,3,4,4,4,4,4,3,3,4,3,3,3,3,0,1,4,5,6,4,5,5,6,5,4,5,5,4,5,6,3,5,4,5,6,8,2,5,7,7,1,1,2,13,0,0,,,4
4789,27,3072018,1,51,0,0,0,,3,1,,2,,,4,1,3,,,,5,2,5,2,99,,5,4,3,4,5,4,4,4,3,5,4,4,5,5,5,5,4,5,9,2,,,,4,4,3,4,3,3,4,4,4,3,2,4,2,1,3,1,1,3,2,1,2,2,2,1,2,8,9,6,8,6,8,9,2,5,4,5,4,8,2,5,3,7,1,1,2,1,1,1,,,2
9381,30,24072018,0,37,0,0,0,,1,3,,1,,,3,2,2,8,,,4,2,4,2,3,1,5,4,5,5,5,4,4,5,99,5,5,5,5,5,5,5,4,5,10,2,,,,5,5,5,1,5,2,5,5,5,3,5,5,3,4,3,3,5,4,9,9,9,9,9,9,9,1,1,1,1,1,1,4,5,5,2,5,1,8,3,,4,7,3,1,1,1,1,1,,,3
9485,31,31072018,0,24,0,29,0,7,1,3,,1,,,1,2,2,,,,5,5,4,3,4,1,4,4,5,5,4,5,4,3,4,5,4,5,4,3,5,5,4,4,10,3,,,,3,5,3,3,3,4,4,5,4,4,3,2,2,2,1,2,4,3,5,5,7,3,5,7,9,,5,5,,,,,,5,4,1,6,8,1,8,5,4,7,5,7,1,1,0,3,Klant was niet in staat om dingen te benoemen. Zij gaaf steeds aan het niet te weten.,3
1818,32,9082018,0,22,0,30,12,,1,5,inwonend bij moeder,0,,,4,2,2,,,,4,99,4,2,4,2,4,4,4,99,99,4,4,3,4,4,4,5,4,5,4,4,4,4,8,2,,,,2,3,3,3,3,2,3,4,4,2,3,3,3,3,2,2,3,3,5,3,4,4,3,3,5,4,7,7,6,5,5,9,,5,5,5,6,8,4,6,8,6,4,3,7,6,1,1,,,4
6651,35,30082018,0,20,0,0,0,,1,5,inwonend bij moder,1,,,1,2,2,3,7,,4,2,3,3,5,1,4,3,4,4,4,99,99,5,5,5,3,5,4,5,4,5,5,4,8,1,5,,fact-team,3,2,1,1,2,2,3,5,2,2,2,4,2,2,1,1,,,1,1,1,1,1,1,1,9,6,1,1,1,9,9,2,5,4,5,5,8,3,5,6,7,7,4,6,6,1,1,,,4
3393,38,18092018,1,18,0,0,0,,1,5,pension Jekerzicht,1,,,4,1,2,3,,,5,2,5,2,5,1,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,8,3,,,,3,4,4,4,4,3,5,5,5,3,4,4,4,3,4,4,3,3,6,8,7,6,7,7,7,5,1,1,1,4,2,2,,5,4,5,1,8,8,5,4,3,8,7,8,6,1,1,,,4
9211,43,23102018,1,49,0,0,0,,1,1,,2,,,4,2,2,,,,4,2,4,2,4,2,5,5,5,5,5,4,4,4,4,5,5,4,5,4,4,4,4,4,8,4,,,,4,4,4,3,4,4,4,4,4,4,4,3,3,3,2,3,5,4,4,4,6,4,4,4,4,4,4,4,6,7,4,7,2,5,4,5,5,8,6,5,7,7,7,5,6,10,0,0,,,4
4620,43,23102018,0,64,0,0,0,,3,1,,0,,,3,3,,,,,5,2,4,2,4,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,9,3,,,,3,3,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,9,7,6,6,1,6,7,4,5,4,1,5,,,,,,,,,10,0,0,,,4
